,UDI,Product ID,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure Type
461,462,L47641,297.4,308.7,1402,40.2,114,No Failure
462,463,L47642,297.4,308.7,1433,43.4,116,No Failure
463,464,L47643,297.4,308.7,2874,4.2,118,Power Failure
464,465,L47644,297.3,308.6,1511,35.7,120,No Failure
465,466,M15325,297.3,308.6,1456,42.9,122,No Failure
466,467,L47646,297.2,308.5,1550,41.5,125,No Failure
467,468,L47647,297.2,308.5,2182,16.5,127,No Failure
468,469,L47648,297.3,308.7,1619,31.6,129,No Failure
469,470,M15329,297.3,308.8,1586,32.7,131,No Failure
470,471,H29884,297.3,308.8,1499,44.2,134,No Failure
471,472,H29885,297.3,308.8,1419,42.4,139,No Failure
472,473,M15332,297.4,309.0,1497,41.8,144,No Failure
473,474,M15333,297.4,309.0,1520,37.0,147,No Failure
474,475,L47654,297.4,309.1,1478,49.8,150,No Failure
475,476,L47655,297.4,309.1,1380,41.1,152,No Failure
476,477,L47656,297.4,309.0,1570,37.9,154,No Failure
477,478,H29891,297.4,309.0,1468,41.4,156,No Failure
478,479,L47658,297.4,309.0,1833,22.6,161,No Failure
479,480,M15339,297.4,308.9,1323,57.3,163,No Failure
480,481,L47660,297.4,309.0,1583,32.0,166,No Failure
481,482,M15341,297.3,309.0,1556,39.5,168,No Failure
482,483,L47662,297.3,309.0,1548,37.4,171,No Failure
483,484,L47663,297.4,309.0,1324,56.9,173,No Failure
484,485,L47664,297.4,309.0,1568,33.7,175,No Failure
485,486,M15345,297.4,309.0,1685,30.7,177,No Failure
486,487,M15346,297.4,309.1,1582,35.9,180,No Failure
487,488,M15347,297.4,309.1,1463,35.0,183,No Failure
488,489,L47668,297.4,309.2,1584,42.8,186,No Failure
489,490,M15349,297.5,309.2,1347,55.8,188,No Failure
490,491,L47670,297.4,309.2,1459,37.9,191,No Failure
491,492,L47671,297.4,309.2,1420,45.6,193,No Failure
492,493,L47672,297.5,309.3,1404,43.5,195,No Failure
493,494,L47673,297.5,309.3,1470,38.8,197,No Failure
494,495,L47674,297.6,309.4,1326,49.8,199,No Failure
495,496,H29909,297.5,309.3,1459,49.7,201,No Failure
496,497,M15356,297.5,309.2,1530,40.0,206,No Failure
497,498,L47677,297.4,309.0,1505,39.2,209,No Failure
498,499,L47678,297.5,309.1,1611,30.2,211,No Failure
499,500,L47679,297.5,309.1,1515,35.1,213,No Failure
500,501,M15360,297.5,309.2,1804,27.4,215,No Failure
501,502,M15361,297.6,309.3,1464,46.2,218,No Failure
502,503,L47682,297.6,309.2,1390,43.3,221,No Failure
503,504,M15363,297.6,309.2,1442,48.1,0,No Failure
504,505,M15364,297.6,309.3,1529,41.9,3,No Failure
505,506,L47685,297.6,309.3,1610,35.0,6,No Failure
506,507,L47686,297.6,309.3,1543,34.3,8,No Failure
507,508,H29921,297.8,309.4,1445,48.2,10,No Failure
508,509,L47688,297.7,309.3,1893,24.6,15,No Failure
509,510,M15369,297.6,309.3,1415,41.3,17,No Failure
510,511,L47690,297.5,309.3,1564,37.5,20,No Failure
511,512,L47691,297.5,309.3,1479,39.4,22,No Failure
512,513,L47692,297.5,309.2,1426,44.8,24,No Failure
513,514,L47693,297.4,309.2,1428,38.8,26,No Failure
514,515,L47694,297.4,309.2,1620,33.2,28,No Failure
515,516,L47695,297.5,309.2,1715,28.0,30,No Failure
516,517,L47696,297.5,309.3,1732,29.9,32,No Failure
517,518,M15377,297.5,309.4,1391,58.2,34,No Failure
518,519,L47698,297.6,309.5,1924,20.6,37,No Failure
519,520,M15379,297.7,309.5,2027,19.8,39,No Failure
520,521,L47700,297.6,309.5,1617,36.2,42,No Failure
521,522,L47701,297.5,309.4,1497,35.8,44,No Failure
522,523,M15382,297.5,309.5,1448,43.7,46,No Failure
523,524,L47703,297.4,309.4,1401,45.9,49,No Failure
524,525,L47704,297.4,309.4,1620,35.4,51,No Failure
525,526,L47705,297.4,309.4,1466,45.5,53,No Failure
526,527,L47706,297.6,309.5,1373,50.6,55,No Failure
527,528,M15387,297.6,309.6,1592,35.8,57,No Failure
528,529,M15388,297.5,309.5,1553,42.4,60,No Failure
529,530,L47709,297.6,309.5,1569,36.2,63,No Failure
530,531,M15390,297.6,309.5,1709,32.2,65,No Failure
531,532,L47711,297.6,309.5,1549,34.9,68,No Failure
532,533,L47712,297.5,309.4,1443,45.4,70,No Failure
533,534,L47713,297.5,309.3,1675,29.8,72,No Failure
534,535,L47714,297.5,309.3,1623,33.4,74,No Failure
535,536,H29949,297.4,309.3,1365,52.4,76,No Failure
536,537,L47716,297.4,309.3,1759,24.8,81,No Failure
537,538,H29951,297.4,309.3,1516,43.0,83,No Failure
538,539,M15398,297.4,309.3,1499,36.8,88,No Failure
539,540,M15399,297.4,309.3,1775,25.8,91,No Failure
540,541,L47720,297.4,309.4,1473,45.5,94,No Failure
541,542,L47721,297.4,309.4,1296,52.3,96,No Failure
542,543,L47722,297.5,309.4,1803,24.7,98,No Failure
543,544,H29957,297.5,309.3,1563,36.1,100,No Failure
544,545,M15404,297.5,309.4,1831,26.6,105,No Failure
545,546,L47725,297.6,309.4,1958,22.1,108,No Failure
546,547,L47726,297.5,309.4,1809,24.3,110,No Failure
547,548,M15407,297.5,309.4,1482,39.3,112,No Failure
548,549,L47728,297.4,309.3,1332,53.2,115,No Failure
549,550,L47729,297.4,309.2,1437,40.4,117,No Failure
550,551,L47730,297.4,309.2,1698,29.4,119,No Failure
551,552,L47731,297.4,309.2,1274,54.3,121,No Failure
552,553,M15412,297.4,309.3,1622,35.0,123,No Failure
553,554,M15413,297.4,309.3,1564,36.0,126,No Failure
554,555,H29968,297.5,309.4,1368,45.3,129,No Failure
555,556,M15415,297.4,309.4,1539,42.2,134,No Failure
556,557,L47736,297.5,309.4,1357,50.1,137,No Failure
557,558,M15417,297.5,309.4,1433,48.3,139,No Failure
558,559,L47738,297.5,309.4,1650,34.6,142,No Failure
559,560,L47739,297.5,309.4,1503,40.6,144,No Failure
560,561,L47740,297.5,309.4,1318,58.2,146,No Failure
561,562,M15421,297.5,309.4,1678,34.4,148,No Failure
562,563,L47742,297.6,309.5,1574,30.9,151,No Failure
563,564,L47743,297.7,309.6,1529,35.2,153,No Failure
564,565,H29978,297.6,309.6,1669,32.1,155,No Failure
565,566,H29979,297.7,309.7,1570,35.8,160,No Failure
566,567,M15426,297.6,309.7,1541,33.7,165,No Failure
567,568,M15427,297.7,309.7,1680,30.2,168,No Failure
568,569,L47748,297.8,309.7,1935,22.1,171,No Failure
569,570,M15429,297.7,309.6,1596,35.2,173,No Failure
570,571,L47750,297.7,309.7,1498,41.0,176,No Failure
571,572,M15431,297.8,309.8,1676,29.0,178,No Failure
572,573,L47752,297.8,309.9,1351,49.0,181,No Failure
573,574,L47753,297.9,309.9,1472,45.0,183,No Failure
574,575,M15434,297.9,310.0,1439,41.7,185,No Failure
575,576,M15435,297.9,309.9,1410,55.4,188,No Failure
576,577,H29990,297.7,309.7,1440,51.1,191,No Failure
577,578,L47757,297.7,309.7,1591,37.7,196,No Failure
578,579,L47758,297.8,309.8,1533,36.8,198,No Failure
579,580,M15439,297.8,309.7,1700,31.3,200,No Failure
580,581,M15440,297.8,309.8,1798,25.5,203,No Failure
581,582,L47761,297.8,309.7,1394,42.9,206,No Failure
582,583,L47762,297.8,309.7,1341,49.2,208,No Failure
583,584,H29997,297.7,309.6,1697,32.2,210,No Failure
584,585,H29998,297.6,309.6,1419,48.2,215,No Failure
585,586,L47765,297.6,309.5,2001,20.5,220,No Failure
586,587,L47766,297.6,309.6,1501,49.8,222,Overstrain Failure
587,588,H30001,297.6,309.5,1623,33.1,224,No Failure
588,589,L47768,297.6,309.4,1628,33.4,229,No Failure
589,590,L47769,297.6,309.4,1491,40.2,231,No Failure
590,591,L47770,297.5,309.4,1517,36.7,233,No Failure
591,592,H30005,297.5,309.3,1525,41.7,235,No Failure
592,593,H30006,297.5,309.5,1668,27.9,240,No Failure
593,594,L47773,297.5,309.6,1312,50.7,0,No Failure
594,595,H30008,297.6,309.6,1278,50.4,2,No Failure
595,596,M15455,297.6,309.6,1330,53.1,7,No Failure
596,597,M15456,297.6,309.6,1530,37.3,10,No Failure
597,598,H30011,297.6,309.6,1428,46.6,13,No Failure
598,599,L47778,297.7,309.6,1480,47.9,18,No Failure
599,600,H30013,297.7,309.7,1616,31.1,20,No Failure
600,601,L47780,297.8,309.7,1547,37.3,25,No Failure
601,602,L47781,297.9,309.7,2194,16.8,27,No Failure
602,603,L47782,297.9,309.8,2000,21.3,29,No Failure
603,604,L47783,297.9,309.8,1336,71.6,31,Power Failure
604,605,L47784,297.9,309.9,1542,33.8,33,No Failure
605,606,M15465,297.9,309.8,1693,29.9,35,No Failure
606,607,L47786,297.9,309.8,1461,50.5,38,No Failure
607,608,M15467,298.0,309.9,1565,33.9,40,No Failure
608,609,L47788,298.0,309.9,1403,47.7,43,No Failure
609,610,L47789,298.1,309.9,1629,32.5,45,No Failure
610,611,L47790,298.1,310.0,1534,33.7,47,No Failure
611,612,L47791,298.1,310.0,1553,40.9,49,No Failure
612,613,L47792,298.1,309.9,1563,32.8,51,No Failure
613,614,L47793,298.1,309.9,1634,30.0,53,No Failure
614,615,M15474,298.0,309.9,1445,45.2,55,No Failure
615,616,L47795,298.1,309.9,1642,30.4,58,No Failure
616,617,H30030,298.1,309.9,1686,29.1,60,No Failure
617,618,M15477,298.1,310.0,1393,43.1,65,No Failure
618,619,H30032,298.2,310.0,1433,44.2,68,No Failure
619,620,L47799,298.3,310.0,1507,44.7,73,No Failure
620,621,M15480,298.3,310.1,1389,49.6,75,No Failure
621,622,L47801,298.3,310.1,1408,45.3,78,No Failure
622,623,M15482,298.4,310.2,1725,32.0,80,No Failure
623,624,L47803,298.4,310.1,1926,23.7,83,No Failure
624,625,H30038,298.3,310.1,1509,37.6,85,No Failure
625,626,L47805,298.3,310.1,1545,36.3,90,No Failure
626,627,L47806,298.4,310.1,1533,35.2,92,No Failure
627,628,L47807,298.4,310.1,1455,42.2,94,No Failure
628,629,M15488,298.4,310.1,1335,57.8,96,No Failure
629,630,L47809,298.3,310.1,1523,45.9,99,No Failure
630,631,L47810,298.3,310.0,1460,47.6,101,No Failure
631,632,L47811,298.4,310.0,1554,37.3,103,No Failure
632,633,H30046,298.3,310.0,1419,47.1,105,No Failure
633,634,L47813,298.3,310.0,1442,43.9,110,No Failure
634,635,L47814,298.3,309.9,1507,41.6,112,No Failure
635,636,L47815,298.3,310.0,1858,23.9,114,No Failure
636,637,L47816,298.3,309.9,1463,43.9,116,No Failure
637,638,L47817,298.2,309.7,1585,37.4,118,No Failure
638,639,L47818,298.0,309.6,1536,37.3,120,No Failure
639,640,L47819,298.0,309.6,1403,51.3,122,No Failure
640,641,M15500,297.9,309.6,1515,38.8,124,No Failure
641,642,L47821,297.9,309.5,1390,47.9,127,No Failure
642,643,M15502,297.8,309.4,1226,58.7,129,No Failure
643,644,M15503,297.8,309.4,1495,36.5,132,No Failure
644,645,H30058,297.7,309.4,1608,30.2,135,No Failure
645,646,L47825,297.7,309.4,1392,44.1,140,No Failure
646,647,M15506,297.7,309.4,1461,43.7,142,No Failure
647,648,L47827,297.7,309.3,1559,36.9,145,No Failure
648,649,H30062,297.7,309.3,1400,48.9,147,No Failure
649,650,M15509,297.7,309.2,1732,28.8,152,No Failure
650,651,L47830,297.6,309.2,1611,33.1,155,No Failure
651,652,L47831,297.6,309.1,1503,38.9,157,No Failure
652,653,L47832,297.7,309.2,1391,44.5,159,No Failure
653,654,L47833,297.8,309.3,2015,20.1,161,No Failure
654,655,L47834,297.8,309.2,1683,30.9,163,No Failure
655,656,L47835,297.7,309.1,1435,38.8,165,No Failure
656,657,M15516,297.7,309.1,1732,28.1,167,No Failure
657,658,L47837,297.7,309.2,1365,58.6,170,No Failure
658,659,L47838,297.7,309.1,1562,36.8,172,No Failure
659,660,L47839,297.6,309.1,1449,49.1,174,No Failure
660,661,M15520,297.7,309.2,1700,27.4,176,No Failure
661,662,M15521,297.6,309.0,1427,45.6,179,No Failure
662,663,M15522,297.6,308.9,1479,38.1,182,No Failure
663,664,L47843,297.5,308.9,1469,44.0,185,No Failure
664,665,L47844,297.5,308.9,1390,47.4,187,No Failure
665,666,L47845,297.5,308.9,1729,28.1,189,No Failure
666,667,L47846,297.5,309.0,1470,43.5,191,No Failure
667,668,L47847,297.5,308.9,1459,48.5,193,No Failure
668,669,L47848,297.5,308.9,1738,24.0,195,No Failure
669,670,H30083,297.5,308.9,1471,37.7,197,No Failure
670,671,L47850,297.6,309.0,1822,25.4,202,No Failure
671,672,L47851,297.5,308.9,1554,34.8,204,No Failure
672,673,M15532,297.6,308.9,1433,43.2,206,No Failure
673,674,L47853,297.6,308.9,1449,47.7,209,No Failure
674,675,L47854,297.8,309.0,1456,41.2,0,No Failure
675,676,M15535,297.8,309.1,1424,45.5,2,No Failure
676,677,H30090,297.9,309.2,1577,34.7,5,No Failure
677,678,L47857,297.9,309.2,1478,39.7,10,No Failure
678,679,M15538,297.8,309.2,1295,61.2,12,No Failure
679,680,L47859,297.8,309.2,1372,47.3,15,No Failure
680,681,M15540,297.8,309.1,1432,42.6,17,No Failure
681,682,M15541,297.7,309.0,1656,33.2,20,No Failure
682,683,H30096,297.8,309.0,1410,48.8,23,No Failure
683,684,L47863,297.7,309.0,1874,24.4,28,No Failure
684,685,L47864,297.7,309.0,1538,43.2,30,No Failure
685,686,M15545,297.7,309.0,1636,29.7,32,No Failure
686,687,M15546,297.7,309.0,1504,40.4,35,No Failure
687,688,M15547,297.7,309.0,1531,42.4,38,No Failure
688,689,H30102,297.6,309.0,1735,26.4,41,No Failure
689,690,H30103,297.6,309.0,1354,55.6,46,No Failure
690,691,H30104,297.6,309.0,1413,40.2,51,No Failure
691,692,L47871,297.7,309.1,1563,39.3,56,No Failure
692,693,L47872,297.7,309.1,1479,42.1,58,No Failure
693,694,L47873,297.7,309.1,1477,38.3,60,No Failure
694,695,L47874,297.6,309.1,1394,50.0,62,No Failure
695,696,L47875,297.6,309.0,1487,45.4,64,No Failure
696,697,M15556,297.6,309.0,1815,25.3,66,No Failure
697,698,M15557,297.6,308.8,1453,39.7,69,No Failure
698,699,L47878,297.6,308.8,1539,40.2,72,No Failure
699,700,H30113,297.5,308.7,1416,39.2,74,No Failure
700,701,M15560,297.6,308.8,1683,31.6,79,No Failure
701,702,L47881,297.7,308.8,1515,40.1,82,No Failure
702,703,M15562,297.7,308.9,1531,48.3,84,No Failure
703,704,H30117,297.7,308.9,1479,40.9,87,No Failure
704,705,L47884,297.7,308.9,1516,33.7,92,No Failure
705,706,L47885,297.7,309.0,1507,38.2,94,No Failure
706,707,M15566,297.8,309.0,1434,43.3,96,No Failure
707,708,L47887,297.7,308.9,1838,27.3,99,No Failure
708,709,M15568,297.6,308.8,1416,45.9,101,No Failure
709,710,M15569,297.6,308.8,1357,49.7,104,No Failure
710,711,M15570,297.5,308.7,1697,28.1,107,No Failure
711,712,L47891,297.5,308.7,1443,46.2,110,No Failure
712,713,L47892,297.5,308.7,1453,37.6,112,No Failure
713,714,L47893,297.4,308.6,1439,46.4,114,No Failure
714,715,L47894,297.4,308.6,1609,36.2,116,No Failure
715,716,L47895,297.4,308.6,1324,59.1,118,No Failure
716,717,H30130,297.4,308.6,1420,45.8,120,No Failure
717,718,L47897,297.4,308.7,1545,36.9,125,No Failure
718,719,L47898,297.5,308.8,1477,39.0,127,No Failure
719,720,L47899,297.4,308.8,1447,58.1,129,No Failure
720,721,L47900,297.4,308.9,1809,23.8,131,No Failure
721,722,L47901,297.5,308.9,1696,30.9,133,No Failure
722,723,L47902,297.5,308.9,1427,44.7,135,No Failure
723,724,M15583,297.4,308.9,1500,46.3,137,No Failure
724,725,L47904,297.5,308.9,1390,44.6,140,No Failure
725,726,L47905,297.4,308.8,1640,34.2,142,No Failure
726,727,M15586,297.4,308.8,1628,37.4,144,No Failure
727,728,H30141,297.3,308.6,1499,37.6,147,No Failure
728,729,M15588,297.4,308.7,1425,50.3,152,No Failure
729,730,L47909,297.3,308.6,1586,37.7,155,No Failure
730,731,M15590,297.3,308.6,1471,50.7,157,No Failure
731,732,M15591,297.3,308.6,1431,53.0,160,No Failure
732,733,L47912,297.2,308.6,1924,22.1,163,No Failure
733,734,M15593,297.1,308.4,1421,42.0,165,No Failure
734,735,H30148,297.0,308.4,1305,54.6,168,No Failure
735,736,L47915,296.9,308.4,1557,32.4,173,No Failure
736,737,L47916,296.9,308.3,1555,38.2,175,No Failure
737,738,H30151,296.9,308.3,1474,39.2,177,No Failure
738,739,L47918,296.8,308.3,1506,45.9,182,No Failure
739,740,L47919,296.9,308.4,1390,41.8,184,No Failure
740,741,M15600,296.9,308.4,1450,46.9,186,No Failure
741,742,L47921,296.9,308.3,1513,38.8,189,No Failure
742,743,L47922,296.8,308.2,1643,34.7,191,No Failure
743,744,L47923,296.8,308.2,1361,53.8,193,No Failure
744,745,L47924,296.7,308.1,1450,40.9,195,No Failure
745,746,L47925,296.7,308.0,1451,50.7,197,No Failure
746,747,L47926,296.8,308.1,1289,62.0,199,Overstrain Failure
747,748,L47927,296.8,308.1,1356,48.3,201,No Failure
748,749,H30162,296.7,308.1,1528,46.3,203,No Failure
749,750,L47929,296.6,308.0,1978,22.3,208,No Failure
750,751,L47930,296.7,308.0,1535,36.8,210,No Failure
751,752,M15611,296.8,308.1,1843,24.2,212,No Failure
752,753,L47932,296.9,308.1,1422,48.7,215,No Failure
753,754,L47933,296.8,308.0,1536,40.4,217,No Failure
754,755,M15614,296.9,308.1,1483,44.3,219,No Failure
755,756,H30169,296.8,308.1,1492,43.7,222,No Failure
756,757,L47936,296.8,308.0,1584,40.4,227,No Failure
757,758,L47937,296.9,308.1,1555,33.7,229,No Failure
758,759,L47938,296.8,308.0,1497,41.7,231,No Failure
759,760,M15619,296.7,307.8,1537,36.3,233,No Failure
760,761,L47940,296.7,307.8,1505,39.4,236,No Failure
761,762,L47941,296.7,307.8,1646,34.6,238,No Failure
762,763,M15622,296.7,307.8,1286,60.5,0,No Failure
763,764,L47943,296.7,307.8,1400,47.5,3,No Failure
764,765,L47944,296.8,307.9,1337,56.5,5,No Failure
765,766,L47945,296.9,308.0,1332,53.9,7,No Failure
766,767,L47946,296.8,308.0,1561,38.3,9,No Failure
767,768,L47947,296.9,308.0,1546,31.1,11,No Failure
768,769,L47948,296.9,308.0,1713,29.3,13,No Failure
769,770,L47949,296.9,308.0,1343,44.5,15,No Failure
770,771,L47950,296.8,308.0,1391,54.4,17,No Failure
771,772,H30185,296.8,308.0,1311,58.6,19,No Failure
772,773,H30186,296.8,308.0,1453,51.0,24,No Failure
773,774,L47953,296.8,308.0,1510,39.4,29,No Failure
774,775,L47954,296.8,307.9,1448,48.8,31,No Failure
775,776,L47955,296.7,307.8,1453,46.0,33,No Failure
776,777,L47956,296.7,307.8,1468,39.2,35,No Failure
777,778,L47957,296.7,307.8,1382,47.5,37,No Failure
778,779,L47958,296.7,308.0,1580,32.2,39,No Failure
779,780,L47959,296.8,308.0,1666,29.8,41,No Failure
780,781,M15640,296.9,308.0,1409,50.7,43,No Failure
781,782,L47961,296.8,308.0,1675,29.7,46,No Failure
782,783,L47962,296.8,307.9,1698,30.8,48,No Failure
783,784,H30197,296.7,307.9,1579,33.4,50,No Failure
784,785,L47964,296.7,307.9,1743,27.9,55,No Failure
785,786,M15645,296.9,308.0,1497,44.8,57,No Failure
786,787,L47966,296.9,308.1,1741,28.8,60,No Failure
787,788,L47967,296.9,308.1,1435,45.3,62,No Failure
788,789,M15648,296.9,308.1,1440,46.3,64,No Failure
789,790,M15649,296.9,308.0,1641,33.3,67,No Failure
790,791,L47970,296.8,307.9,1420,45.4,70,No Failure
791,792,L47971,296.8,307.9,1611,35.4,72,No Failure
792,793,L47972,296.8,307.8,1373,42.9,74,No Failure
793,794,M15653,296.8,307.9,1683,31.8,76,No Failure
794,795,H30208,296.9,307.9,1547,32.6,79,No Failure
795,796,L47975,296.9,307.8,1605,37.0,84,No Failure
796,797,M15656,296.9,307.9,2010,18.9,86,No Failure
797,798,L47977,296.8,307.7,1565,40.1,89,No Failure
798,799,M15658,296.9,307.8,1828,24.6,91,No Failure
799,800,M15659,297.0,307.8,1579,34.1,94,No Failure
800,801,M15660,297.0,307.9,1882,24.2,97,No Failure
801,802,L47981,296.9,307.8,1285,52.1,100,No Failure
802,803,L47982,296.9,307.8,1571,35.0,102,No Failure
803,804,H30217,296.9,307.8,1549,37.8,104,No Failure
804,805,M15664,296.9,307.8,1544,37.6,109,No Failure
805,806,M15665,297.0,307.9,1412,47.4,112,No Failure
806,807,M15666,297.0,307.9,1422,53.0,115,No Failure
807,808,L47987,297.0,307.7,1867,22.8,118,No Failure
808,809,L47988,296.9,307.7,1424,43.3,120,No Failure
809,810,L47989,296.9,307.6,1452,45.7,122,No Failure
810,811,L47990,296.9,307.7,1550,39.7,124,No Failure
811,812,L47991,296.8,307.6,1588,37.6,126,No Failure
812,813,L47992,296.8,307.6,1338,44.4,128,No Failure
813,814,L47993,296.8,307.6,1513,40.0,130,No Failure
814,815,M15674,296.8,307.5,1470,45.9,132,No Failure
815,816,M15675,296.8,307.5,1516,36.7,135,No Failure
816,817,L47996,296.8,307.6,1434,48.3,138,No Failure
817,818,L47997,296.8,307.6,1368,52.0,140,No Failure
818,819,L47998,296.8,307.6,1304,48.7,142,No Failure
819,820,L47999,296.8,307.6,1398,46.7,144,No Failure
820,821,L48000,296.7,307.6,1516,37.4,146,No Failure
821,822,L48001,296.7,307.6,1474,41.7,148,No Failure
822,823,M15682,296.7,307.6,1547,34.7,150,No Failure
823,824,M15683,296.6,307.5,1482,39.9,153,No Failure
824,825,L48004,296.6,307.4,1436,42.8,156,No Failure
825,826,L48005,296.6,307.3,1474,40.0,158,No Failure
826,827,L48006,296.5,307.2,1481,38.2,160,No Failure
827,828,L48007,296.5,307.3,1501,42.1,162,No Failure
828,829,L48008,296.5,307.3,1566,37.2,164,No Failure
829,830,L48009,296.5,307.3,1579,34.5,166,No Failure
830,831,L48010,296.6,307.4,1631,35.0,168,No Failure
831,832,M15691,296.6,307.4,1544,42.3,170,No Failure
832,833,L48012,296.6,307.4,1521,38.6,173,No Failure
833,834,L48013,296.6,307.4,1616,28.0,175,No Failure
834,835,H30248,296.6,307.4,1333,50.2,177,No Failure
835,836,M15695,296.7,307.4,1533,32.5,182,No Failure
836,837,L48016,296.6,307.4,1368,45.1,185,No Failure
837,838,L48017,296.6,307.4,1465,47.8,187,No Failure
838,839,H30252,296.6,307.4,1406,41.5,189,No Failure
839,840,M15699,296.5,307.4,1565,43.5,194,No Failure
840,841,L48020,296.6,307.5,1582,37.9,197,No Failure
841,842,L48021,296.6,307.5,1439,45.5,199,No Failure
842,843,M15702,296.6,307.5,1566,35.0,201,No Failure
843,844,L48023,296.6,307.5,1485,42.7,204,No Failure
844,845,L48024,296.5,307.5,1566,35.1,206,No Failure
845,846,L48025,296.3,307.3,1439,41.5,208,No Failure
846,847,M15706,296.4,307.4,1416,50.0,210,No Failure
847,848,L48027,296.4,307.4,2833,5.6,213,Power Failure
848,849,L48028,296.3,307.4,1465,47.1,215,No Failure
849,850,H30263,296.4,307.4,1586,35.5,0,No Failure
850,851,L48030,296.3,307.3,1567,31.4,5,No Failure
851,852,M15711,296.2,307.2,1389,48.6,7,No Failure
852,853,M15712,296.3,307.3,1368,49.5,10,No Failure
853,854,L48033,296.3,307.3,1444,49.0,13,No Failure
854,855,M15714,296.3,307.3,1498,41.6,15,No Failure
855,856,L48035,296.1,307.2,1615,30.8,18,No Failure
856,857,L48036,296.1,307.1,1898,22.7,20,No Failure
857,858,M15717,296.1,307.1,1350,53.3,22,No Failure
858,859,M15718,296.2,307.0,1516,37.6,25,No Failure
859,860,H30273,296.2,307.0,1542,40.6,28,No Failure
860,861,H30274,296.1,306.9,1541,32.6,33,No Failure
861,862,M15721,296.1,306.9,1951,23.3,38,No Failure
862,863,H30276,296.1,306.8,1645,31.0,41,No Failure
863,864,L48043,296.0,306.7,1416,44.2,46,No Failure
864,865,M15724,296.0,306.7,2044,22.3,48,No Failure
865,866,L48045,295.9,306.6,1414,50.2,51,No Failure
866,867,L48046,295.9,306.6,1678,26.7,53,No Failure
867,868,H30281,295.9,306.5,1594,33.2,55,No Failure
868,869,M15728,295.8,306.5,1514,37.7,60,No Failure
869,870,L48049,295.8,306.5,1358,49.2,63,No Failure
870,871,L48050,295.8,306.4,1325,56.2,65,No Failure
871,872,L48051,295.8,306.4,1339,53.2,67,No Failure
872,873,M15732,295.8,306.4,1335,51.7,69,No Failure
873,874,L48053,295.9,306.4,1892,21.7,72,No Failure
