,text,label
62,"MoArmouz Nylon Braided 5ft / 1.5m Long Aux Audio Cable With 3.5mm Male to Male Gold Plated Connectors- (Black) Moarmouz Premium aux male to male Auxiliary Audio Cable (stereo cable):Plug in and play your sound.Connect Devices:Phones, tablets, iPods, CD & cassette players. Moarmouz aux cable for car 3.5mm aux port for your home or car stereo (car aux). Highest Quality:Moarmouz cable is built to the exact same standards as leading headphone brands. 24K gold-plated contacts ensure the purest possible sound experience. Durable:We bent this cable over thousand times and saw no damage or change in performance. Moarmouz AUX cable is extra durable. Perfect Fit:Each aux jack has been slightly extended to enable use with pretty much any phone or tablet case. Customer Satiesfaction:We are confident you will love this aux cable (car audio cable)Warranty:Our Warranty Our brand is our asset, we are confident that you will love our product, we offer 24 months warranty. No-hassles or questions asked. Just send the product back and we will replace you with new one.Compatible With:iPhone, iPod, iPad, other smartphones, tablets, laptops, MP3 players, Walkman, Disc-man and all other audio-playing devices with a 3.5mm aux port from brands including Sony, SanDisk, Samsung, HTC, Motorola, Nexus, Nokia, LG, Blackberry and many more.• Beats and other brands of headphone, Hi-Fi stereo sound systems, car stereos, radios, portable bluetooth speakers and wireless audio receivers with a 3.5mm aux port.",Electronics
63,Swayam Libra Printed Cotton 6 Piece Dinner Napkin Set- Green (TN16-1408),Household
64,"RRB Objective Mechanical Engineering 2018 About the Author An editorial team of highly skilled professionals at Arihant, works hand in glove to ensure that the students receive the best and accurate content through our books. From inception till the book comes out from print, the whole team comprising of authors, editors, proof-readers and various other involved in shaping the book put in their best efforts, knowledge and experience to produce the rigorous content the students receive. Keeping in mind the specific requirements of the students and various examinations, the carefully designed exam oriented and exam ready content comes out only after intensive research and analysis. The experts have adopted whole new style of presenting the content which is easily understandable, leaving behind the old traditional methods which once used to be the most effective. They have been developing the latest content and updates as per the needs and requirements of the students making our books a hallmark for quality and reliability for the past 15 years.",Books
65,"Neosystek Neo005 Plastic Kitchen Water Saving Aerator Tap Filter (Blue, 3 LPM, Pack of 4)",Household
66,"Divine Casa Cosy Floral Polyester Single Blanket - Pink and Beige Color Name:Pink and Beige   Divine Casa single dohar - why buy from trader: Buy directly from manufacturer - about Divine Casa - invite divine casa products into your home for their form and function, and experience their style, craftsmanship, and value. We used the best materials and designs in our manufacturing for divine casa products and use the most sensible manufacturing methods. We thoroughly test each divine casa item and reply on feedback from our customers to help us deliver the highest quality. Check out all of our divine casa products, including bedding, towels, and more, and you'll find something for all occasions at the best values. With a selection that continues to grow, the divine casa brand is set to become a part of your lifestyle. Product details: Material - polyester. Fabric count: 70 gsm. Size: Dohar - 140 cm x 210 cm or 55 inch x 82 inch. Features: Soft luxury bedding buy from direct manufacture for an affordable price. This dohar is soft and smooth to the touch. Providing elegance and sophistication dohar. Its give the graceful and modern look for any bedroom. Fade-resistant. These dohar are made of high strength micro fiber yarns that stay comfortable and wrinkle free for year to come. These dohar retain their vibrant color, providing the needed charm to complete any bedroom. Care instructions: Machine wash in cold water, tumble dry on low heat, and do not bleach, dry clean, or iron.",Household
67,"Z A Furniture Nilkamal Premium Chair Set Of 4 (Brown) Z A Furniture Presents Premium Chair From Nilkamal. Product Dimensions: Length (61 Cm), Width (57 Cm), Height (90 Cm) Primary Material: Polypropylene Color: Weather Brown, Style: Contemporary No Assembly Required: The Product Is Delivered In A Pre-Assembled State Warranty: 6 Months On Manufacturing Defects Exclusive Chair From The Store Of Z A Furniture.Beautiful Arm Chair With Smooth Texture Finish Offers Maximum Sitting Comfort With Comfortable Back Rest Beautiful Cane Weaving Pattern Back Rest Design Ergonomic Design With Strong Legs Offering Perfect Strength And Support To The Overall Structure Has Low Or No Maintenance Cost Lightweight And Easy To Carry Water Proof And Termite Free The Smooth Texture Finish And The Beautiful Look Because Of The Strong Sturdy Legs Makes It Ideal For Indoor As Well As Outdoor Use Indoor: Perfect For Indoor Use, Balconies Etc. Outdoor: Suitable For Gardens, Terraces And Pool Sides.",Household
68,"LG 6.2 kg Fully-Automatic Top Loading Washing Machine (T7281NDDLG/ T7288NDDLG/GD, Middle Free Silver)",Household
69,"ZOTAC GeForce GTX 1050 Ti mini ZT-P10510A-10L 4GB GDDR5 PCI Express Graphics Card Style name:1050 Ti Mini, 4GB   Turn your PC into a true gaming rig with the fast, powerful geforce GTX 1050 Ti. It's powered by NVIDIA Pascal - the most advanced GPU architecture ever created - and features innovative NVIDIA technologies to drive the latest games in their full glory in super compact solutions.",Electronics
70,Outstanding Sportsman's Biography: Usain Bolt ,Books
71,Ethnic Toilet Tissue Paper Roll Holder / Dispenser With Lid - Stainless Steel Bathroom Easy to use.Superior quality,Household
72,"ATOM Legend-2 Mortise Lock with 1003 Black Silver Handle Set Lock Size : 65 mm Type : Double Action Locking Lever : 6 Levers Key Set : 3 Keys Metal : Iron, S.S., Brass Material Base Plate : Steel Material Handle : Malleable Iron Mechanism Spring : Spiral Spring, S.S. 304 Finish : SS Satin Size : 178 mm (7"") Handle Set Color : Black Silver Our Products are prepaired by the consummated and professional surface treatment and anticorrosion technology.",Household
73,"CVANU Privacy Window Film White Window Frosting Film Window Sticker Opaque Window Frosted Vinyl Sheets for Front Door/Bathroom/Sidelight/Small Windows, 12''x25'' Size:12''x25''                                                                                 |                            Color Name:Frosted   For installation: step 1. Keep window or glass clean step 2. Wet the window or glass with water( Soapy water will be the best choice ) step 3. Remove the static film from backing protect sheet ( Please MAKE SURE you have removed it before you apply the window film to glass) step 4. When you install it, apply to wet glass and smooth with hands. Step 5. Squeegee away water and air bubbles.(No Spatula Included In the package) step 6. Much easier than wall decals, it's no problem for you. Step 7. Enjoy your works. If you want to remove it, simply peel the window film from any corner. It comes off cleanly leaving no residue.",Household
74,"Medical Laboratory Technology, Procedure Manual for Routine Diagnostic Tests - Vol. 3 About the Author Kanai L Mukherjee, Professor Emeritus (Retd.), Fulbright Professor, Essex Community College, Baltimore, Maryland, USA Anuradha Chakravarthy, Professor, Department of Radiation Oncology, Vanderbilt University, Nashville, TN, USA.",Books
75,Orpat OEK-8137 1350-Watt Cordless Kettle Asin: b00f40dvac title: orpat oek-8137 1350-watt cordless kettle enclosure material: stainless steel and aluminium manufacturer: orpat manufacturer part number: oek-8137 brand: orpat product id: 8904029753416 product id type: ean,Household
76,"KESS InHouse Journal Miranda Mol""Ethnical Snowflakes"" Everything Notebook (MM4027ANP01) Enhance your writing and journal your thoughts with these gorgeously artistic notebooks! Show off your artistically inclined style while also being productive at work, in class, or just for fun! With an elastic band to keep all of your notes contained, this is sure to be the perfect item for your desk. Be sure to never lose your page with the ribbon book mark attached to the notebook. At KESS InHouse, we see home decor as a chance to add art to the home and to bring together a collaborative community of artists. Whether it's on the couch, in the kitchen or hanging from a wall, we believe that art enriches our lives and we want to support the artists who make it possible. For this reason, a percentage of every KESS InHouse sale goes back to the artist who created the design. KESS InHouse curates every piece of artwork specifically keeping in mind the product line. We pride ourselves on the quality and integrity of our company and home decor line. KESS InHouse believes artists should be rewarded for their creativity, imagination, and ability to transform a blank surface into something remarkable. We would like to invite you to join us in our fight against blank walls and creatively lacking homes.",Books
