unique_id,age,Gender,Math_Score,Reading_Score,Writing_Score,Lunch
JKT-2976,18,Female,76,65,9,Free/Reduced
JKT-4287,18,Male,36,42,74,Free/Reduced
JKT-2849,18,Male,86,98,16,Standard
JKT-8000,16,Male,6,25,13,Standard
JKT-0814,18,Female,86,10,69,Standard
JKT-0558,18,Female,28,86,84,Free/Reduced
JKT-3230,16,Male,25,85,39,Standard
JKT-3236,17,Male,92,10,93,Standard
JKT-8718,18,Female,97,1,95,Standard
JKT-5611,18,Male,29,54,51,Standard
JKT-8564,17,Male,21,75,13,Standard
JKT-4807,18,Female,35,57,42,Standard
JKT-2306,18,Male,92,52,70,Free/Reduced
JKT-2507,17,Male,78,2,74,Free/Reduced
JKT-8229,15,Female,27,99,82,Standard
JKT-9085,17,Female,44,45,9,Free/Reduced
JKT-6934,17,Female,15,25,48,Standard
JKT-9954,17,Female,16,66,25,Standard
JKT-6144,16,Male,3,69,98,Free/Reduced
JKT-9950,16,Male,42,53,27,Free/Reduced
JKT-7087,17,Male,11,87,42,Standard
JKT-6547,17,Female,53,84,32,Standard
JKT-5452,15,Male,75,32,95,Free/Reduced
JKT-7993,16,Male,47,15,98,Free/Reduced
JKT-6527,17,Male,88,29,56,Standard
JKT-4622,17,Male,24,49,13,Standard
JKT-3523,16,Female,73,93,83,Free/Reduced
JKT-7676,15,Male,54,52,90,Standard
JKT-7947,17,Male,29,49,37,Standard
JKT-4352,15,Male,20,2,28,Standard
JKT-1372,15,Female,7,76,94,Free/Reduced
JKT-6297,18,Female,14,79,17,Standard
JKT-7365,18,Male,17,99,3,Standard
JKT-4310,17,Female,87,87,69,Standard
JKT-6905,18,Female,94,78,7,Standard
JKT-8521,16,Male,8,11,72,Free/Reduced
JKT-4903,15,Male,20,88,53,Free/Reduced
JKT-6086,16,Male,58,35,95,Free/Reduced
JKT-3810,16,Female,7,18,9,Free/Reduced
JKT-0566,16,Female,51,40,4,Free/Reduced
JKT-7570,18,Female,52,98,81,Standard
JKT-2763,18,Female,16,8,91,Free/Reduced
JKT-8107,15,Male,88,27,3,Standard
JKT-9445,17,Male,78,71,71,Free/Reduced
JKT-8816,16,Female,91,90,29,Free/Reduced
JKT-6078,18,Male,25,78,94,Free/Reduced
JKT-9880,17,Male,63,61,93,Free/Reduced
JKT-5593,15,Male,3,90,46,Free/Reduced
JKT-8708,16,Female,68,18,32,Standard
JKT-8053,18,Male,42,40,33,Standard
JKT-4239,18,Male,72,14,57,Free/Reduced
JKT-3647,15,Female,96,5,35,Standard
JKT-1603,18,Male,46,34,69,Standard
JKT-6673,16,Female,47,5,31,Free/Reduced
JKT-4500,18,Female,26,90,24,Free/Reduced
JKT-9217,17,Female,24,69,31,Standard
JKT-6173,16,Female,69,79,28,Free/Reduced
JKT-3920,15,Female,76,45,48,Standard
JKT-3971,17,Male,69,33,5,Free/Reduced
JKT-8293,17,Female,8,43,41,Free/Reduced
JKT-7277,16,Female,81,24,42,Standard
JKT-6383,17,Female,69,78,74,Free/Reduced
JKT-0913,15,Male,71,58,33,Free/Reduced
JKT-0393,18,Female,75,85,78,Standard
JKT-9714,15,Male,5,69,11,Standard
JKT-3917,16,Female,39,89,39,Free/Reduced
JKT-0345,17,Male,13,52,87,Standard
JKT-7270,16,Male,78,4,27,Free/Reduced
JKT-6882,18,Female,4,14,40,Free/Reduced
JKT-7243,16,Female,36,42,90,Standard
JKT-0759,16,Female,86,49,72,Standard
JKT-4591,18,Male,55,28,79,Free/Reduced
JKT-0372,15,Male,57,0,80,Free/Reduced
JKT-3822,18,Female,56,79,82,Standard
JKT-9686,15,Female,17,8,69,Standard
JKT-7304,17,Male,12,33,49,Standard
JKT-6611,17,Female,45,56,53,Free/Reduced
JKT-3166,16,Male,69,71,81,Standard
JKT-0316,16,Female,88,33,64,Free/Reduced
JKT-0249,17,Female,4,13,97,Free/Reduced
JKT-9554,18,Male,59,34,93,Standard
JKT-9614,18,Male,33,83,36,Free/Reduced
JKT-5021,15,Male,71,86,95,Standard
JKT-7778,15,Male,65,91,35,Free/Reduced
JKT-4728,16,Male,78,11,8,Standard
JKT-6331,18,Male,84,53,30,Free/Reduced
JKT-4762,16,Female,49,45,88,Free/Reduced
JKT-5408,18,Male,91,42,97,Free/Reduced
JKT-0512,16,Female,52,69,33,Standard
JKT-6981,18,Female,84,83,23,Free/Reduced
JKT-4522,15,Male,32,88,67,Standard
JKT-6520,15,Female,27,19,1,Standard
JKT-7293,17,Female,21,25,85,Free/Reduced
JKT-7981,16,Female,94,58,0,Standard
JKT-0622,16,Female,88,18,40,Standard
JKT-2575,17,Male,2,83,96,Standard
JKT-5847,15,Male,36,49,10,Standard
JKT-6801,15,Female,32,70,33,Free/Reduced
JKT-3864,15,Female,65,46,89,Standard
JKT-9143,15,Female,66,87,46,Standard
JKT-3727,15,Male,37,62,37,Free/Reduced
JKT-4296,15,Male,97,76,89,Standard
JKT-4730,17,Male,55,37,10,Standard
JKT-6966,18,Male,45,59,53,Standard
JKT-5030,15,Female,48,84,10,Free/Reduced
JKT-8792,18,Female,64,2,92,Free/Reduced
JKT-8522,15,Male,13,7,52,Standard
JKT-7089,18,Female,48,81,87,Free/Reduced
JKT-6165,16,Male,63,75,23,Free/Reduced
JKT-1120,18,Female,51,92,46,Free/Reduced
JKT-4714,17,Female,65,74,75,Free/Reduced
JKT-6440,17,Male,57,77,89,Free/Reduced
JKT-3736,16,Female,81,59,18,Standard
JKT-8656,16,Male,13,30,54,Standard
JKT-3730,17,Male,18,40,75,Standard
JKT-8322,17,Male,20,52,93,Free/Reduced
JKT-2793,16,Female,5,10,47,Free/Reduced
JKT-8089,16,Female,77,46,41,Free/Reduced
JKT-4789,17,Female,75,10,67,Standard
JKT-2206,18,Male,19,21,42,Standard
JKT-8932,16,Female,1,27,10,Free/Reduced
JKT-2645,18,Female,83,49,93,Free/Reduced
JKT-8937,18,Male,91,97,38,Standard
JKT-8485,17,Female,78,56,60,Standard
JKT-9933,18,Male,53,43,1,Free/Reduced
JKT-1161,16,Male,29,71,62,Standard
JKT-0628,16,Male,3,97,7,Free/Reduced
JKT-5312,18,Female,15,57,55,Standard
JKT-0134,16,Female,44,88,77,Free/Reduced
JKT-2821,16,Male,30,47,28,Standard
JKT-9368,15,Female,65,83,79,Standard
JKT-7681,16,Male,7,86,38,Free/Reduced
JKT-9877,17,Female,50,5,11,Standard
JKT-7833,15,Male,66,28,53,Free/Reduced
JKT-6272,18,Female,64,93,98,Free/Reduced
JKT-4887,17,Male,94,50,0,Standard
JKT-4625,16,Male,54,5,20,Free/Reduced
JKT-5546,17,Male,12,68,10,Free/Reduced
JKT-2469,18,Female,13,60,83,Standard
JKT-0928,18,Female,91,98,59,Standard
JKT-5860,18,Male,8,5,41,Free/Reduced
JKT-5550,15,Male,63,90,74,Standard
JKT-6643,17,Male,16,20,14,Free/Reduced
JKT-0779,18,Female,33,15,75,Standard
JKT-6225,15,Male,27,81,18,Free/Reduced
JKT-6138,15,Male,63,2,25,Standard
JKT-3329,18,Male,6,27,62,Free/Reduced
JKT-5585,16,Female,11,94,67,Standard
JKT-7280,18,Female,10,7,78,Free/Reduced
JKT-1983,16,Female,78,87,100,Free/Reduced
JKT-7340,16,Female,28,83,50,Free/Reduced
JKT-5843,15,Male,14,37,47,Standard
JKT-0120,15,Male,31,58,15,Standard
JKT-3622,17,Male,71,75,15,Free/Reduced
JKT-1789,16,Male,29,62,88,Free/Reduced
JKT-0582,16,Male,85,68,33,Free/Reduced
JKT-9114,15,Male,10,46,79,Standard
JKT-6669,17,Female,28,73,16,Free/Reduced
JKT-6221,15,Male,90,72,66,Free/Reduced
JKT-6892,16,Female,96,100,53,Free/Reduced
JKT-7984,16,Female,64,37,7,Free/Reduced
JKT-1035,15,Female,45,77,95,Free/Reduced
JKT-5598,16,Female,100,90,75,Standard
JKT-6932,18,Female,71,8,94,Free/Reduced
JKT-1937,17,Female,92,19,38,Free/Reduced
JKT-7757,18,Male,91,31,51,Standard
JKT-4007,16,Male,11,47,70,Free/Reduced
JKT-7679,17,Male,61,87,69,Free/Reduced
JKT-2400,16,Female,25,80,91,Standard
JKT-8191,15,Female,61,1,57,Standard
JKT-9541,18,Male,14,90,100,Standard
JKT-3154,16,Male,84,13,27,Standard
JKT-1600,15,Male,82,35,55,Standard
JKT-4540,18,Female,99,54,94,Free/Reduced
JKT-6913,16,Female,94,29,23,Standard
JKT-8221,15,Male,58,64,30,Standard
JKT-2718,15,Male,17,100,81,Free/Reduced
JKT-1308,18,Female,78,44,16,Free/Reduced
JKT-4990,17,Female,80,29,17,Standard
JKT-8052,18,Male,61,32,12,Standard
JKT-4022,18,Female,98,83,24,Standard
JKT-4819,18,Male,12,64,94,Standard
JKT-5594,17,Male,14,66,15,Standard
JKT-1565,17,Male,90,58,29,Standard
JKT-4587,18,Male,17,1,4,Free/Reduced
JKT-6891,18,Female,52,64,41,Standard
JKT-0881,15,Male,95,47,76,Free/Reduced
JKT-8970,17,Female,89,13,86,Free/Reduced
JKT-6167,18,Female,90,67,8,Standard
JKT-0744,17,Female,100,67,97,Standard
JKT-4656,15,Female,32,3,99,Free/Reduced
JKT-4401,17,Male,57,28,83,Standard
JKT-2039,15,Male,55,83,23,Standard
JKT-0224,16,Male,95,12,62,Standard
JKT-9698,17,Male,100,70,60,Standard
JKT-9837,17,Male,18,75,31,Free/Reduced
JKT-1951,17,Female,68,77,86,Standard
JKT-1484,15,Female,11,12,48,Standard
JKT-6155,17,Male,37,67,42,Standard
JKT-4759,18,Male,32,83,29,Free/Reduced
JKT-9921,16,Male,16,7,89,Standard
JKT-6405,16,Male,39,46,33,Standard
JKT-9270,18,Female,21,43,37,Standard
JKT-9507,15,Female,1,31,71,Standard
JKT-4173,15,Male,12,93,59,Free/Reduced
JKT-7617,16,Male,74,5,37,Free/Reduced
JKT-1471,16,Female,46,1,6,Standard
JKT-2532,18,Male,52,22,49,Free/Reduced
JKT-0430,17,Male,83,50,9,Free/Reduced
JKT-6993,18,Female,49,74,71,Standard
JKT-7803,16,Male,70,81,48,Standard
JKT-5836,15,Female,17,41,34,Standard
JKT-2767,15,Female,85,74,3,Standard
JKT-0055,16,Male,93,83,82,Free/Reduced
JKT-5293,17,Female,78,2,94,Free/Reduced
JKT-6402,16,Female,30,90,5,Free/Reduced
JKT-4340,18,Female,29,35,10,Free/Reduced
JKT-0449,17,Male,31,98,71,Standard
JKT-9613,18,Male,86,11,61,Standard
JKT-7776,16,Female,69,7,71,Free/Reduced
JKT-5978,17,Female,77,51,92,Free/Reduced
JKT-3824,17,Female,9,17,39,Standard
JKT-3052,15,Female,41,22,78,Free/Reduced
JKT-7287,17,Male,35,97,80,Free/Reduced
JKT-3213,15,Female,78,52,52,Free/Reduced
JKT-4441,18,Female,0,32,68,Free/Reduced
JKT-1542,16,Female,31,85,9,Free/Reduced
JKT-6310,16,Male,35,3,76,Standard
JKT-5200,16,Male,40,74,100,Standard
JKT-4452,17,Male,41,94,45,Standard
JKT-5000,17,Female,93,60,13,Standard
JKT-4439,18,Female,48,68,7,Free/Reduced
JKT-3628,15,Male,52,42,13,Free/Reduced
JKT-5994,17,Male,73,10,80,Standard
JKT-8465,15,Male,31,60,69,Standard
JKT-9515,15,Female,25,11,56,Free/Reduced
JKT-8348,18,Female,83,90,82,Standard
JKT-0660,15,Female,17,7,49,Standard
JKT-6684,18,Male,25,40,92,Free/Reduced
JKT-8369,16,Male,81,34,81,Standard
JKT-2600,15,Male,99,44,5,Free/Reduced
JKT-1605,15,Male,99,98,62,Free/Reduced
JKT-1159,15,Male,50,28,64,Standard
JKT-6410,18,Male,22,34,1,Free/Reduced
JKT-7967,16,Female,4,12,32,Standard
JKT-3808,17,Female,3,60,51,Standard
JKT-8283,15,Male,32,19,84,Standard
JKT-7838,16,Male,14,70,3,Standard
JKT-3414,16,Male,19,68,94,Free/Reduced
JKT-7681,17,Male,31,63,1,Free/Reduced
JKT-5200,18,Male,30,42,17,Standard
JKT-6976,16,Male,22,35,76,Free/Reduced
JKT-2019,17,Male,3,20,40,Standard
JKT-5809,17,Male,13,87,16,Free/Reduced
JKT-1406,16,Male,58,61,59,Standard
JKT-9215,17,Male,45,7,100,Standard
JKT-0211,17,Male,29,32,21,Free/Reduced
JKT-7283,17,Male,29,25,24,Free/Reduced
JKT-2612,17,Female,41,52,1,Standard
JKT-4218,15,Female,56,73,19,Free/Reduced
JKT-3828,17,Male,6,100,43,Free/Reduced
JKT-7310,16,Female,74,75,60,Standard
JKT-2949,16,Female,77,83,65,Standard
JKT-5118,15,Female,21,99,97,Standard
JKT-3351,15,Female,11,36,62,Standard
JKT-2101,15,Male,59,6,54,Free/Reduced
JKT-7224,16,Male,27,80,75,Free/Reduced
JKT-0219,15,Male,26,30,19,Standard
JKT-8945,17,Male,96,71,14,Standard
JKT-2144,16,Female,92,4,99,Standard
JKT-1252,15,Male,24,92,78,Standard
JKT-3740,16,Female,21,55,58,Free/Reduced
JKT-7994,15,Male,100,60,32,Free/Reduced
JKT-2380,15,Female,2,89,54,Standard
JKT-6034,17,Female,17,34,89,Standard
JKT-9503,18,Male,27,75,9,Free/Reduced
JKT-6852,18,Female,96,33,87,Standard
JKT-2373,18,Male,9,58,3,Free/Reduced
JKT-5686,17,Male,7,93,60,Free/Reduced
JKT-3205,16,Male,12,36,58,Standard
JKT-2804,18,Male,83,16,37,Standard
JKT-3143,16,Male,61,76,13,Standard
JKT-4713,18,Male,52,53,38,Standard
JKT-9889,18,Female,15,41,49,Free/Reduced
JKT-7590,15,Male,64,12,21,Free/Reduced
JKT-5939,16,Female,41,68,45,Free/Reduced
JKT-7811,15,Male,48,69,78,Free/Reduced
JKT-8399,16,Female,89,96,85,Free/Reduced
JKT-6583,17,Female,75,83,0,Free/Reduced
JKT-3662,18,Male,39,74,92,Free/Reduced
JKT-2958,16,Male,10,65,18,Standard
JKT-4676,17,Male,44,27,6,Standard
JKT-5024,15,Female,3,6,49,Free/Reduced
JKT-8186,17,Male,58,86,25,Standard
JKT-5145,16,Male,86,62,5,Free/Reduced
JKT-1185,16,Female,36,17,37,Standard
JKT-3411,16,Male,12,28,12,Free/Reduced
JKT-5473,15,Female,62,58,83,Free/Reduced
JKT-9084,18,Female,12,21,19,Standard
JKT-2433,15,Male,33,7,27,Standard
JKT-0146,15,Female,47,22,48,Free/Reduced
JKT-1534,18,Male,49,75,26,Free/Reduced
JKT-9246,18,Female,1,27,44,Free/Reduced
JKT-9171,17,Male,76,84,72,Standard
JKT-1262,18,Female,73,17,29,Standard
JKT-0687,15,Female,55,62,36,Standard
JKT-8625,16,Male,35,87,23,Free/Reduced
JKT-9582,17,Male,40,51,32,Standard
JKT-4924,15,Male,78,87,98,Standard
JKT-7948,15,Female,16,43,98,Standard
JKT-3305,15,Female,97,82,62,Free/Reduced
JKT-7637,18,Female,97,84,48,Free/Reduced
JKT-6710,18,Female,21,30,45,Standard
JKT-1228,15,Female,81,11,49,Free/Reduced
JKT-0341,17,Male,59,52,98,Free/Reduced
JKT-6202,15,Male,58,90,47,Standard
JKT-1351,15,Female,41,55,39,Standard
JKT-6614,16,Male,14,77,91,Free/Reduced
JKT-1344,17,Male,44,37,38,Standard
JKT-1384,18,Female,91,37,52,Standard
JKT-4200,18,Male,46,19,4,Free/Reduced
JKT-2866,15,Male,24,65,42,Free/Reduced
JKT-4133,18,Male,69,22,88,Free/Reduced
JKT-3097,17,Female,57,43,54,Free/Reduced
JKT-2966,16,Male,24,16,33,Standard
JKT-9772,16,Female,88,58,26,Free/Reduced
JKT-7986,15,Male,66,2,40,Standard
JKT-7803,17,Female,30,85,92,Free/Reduced
JKT-7174,16,Male,58,94,49,Free/Reduced
JKT-4216,18,Male,50,60,34,Free/Reduced
JKT-1369,18,Female,44,22,71,Free/Reduced
JKT-1547,18,Male,3,48,43,Free/Reduced
JKT-3243,16,Male,88,18,32,Standard
JKT-9089,17,Female,96,89,76,Standard
JKT-3217,15,Male,48,11,81,Standard
JKT-3290,18,Male,35,13,97,Free/Reduced
JKT-0967,16,Female,66,69,63,Standard
JKT-6776,17,Female,56,86,3,Standard
JKT-7739,18,Male,42,62,28,Free/Reduced
JKT-1959,15,Male,27,85,18,Standard
JKT-2835,18,Male,72,18,43,Standard
JKT-9102,15,Female,11,57,21,Standard
JKT-0983,15,Female,43,28,97,Free/Reduced
JKT-9737,18,Female,73,95,47,Free/Reduced
JKT-8607,18,Male,30,7,13,Standard
JKT-0513,15,Male,84,94,15,Standard
JKT-2031,15,Female,16,55,77,Standard
JKT-1659,17,Male,94,25,93,Standard
JKT-3549,18,Female,70,53,27,Free/Reduced
JKT-7209,18,Male,15,9,11,Free/Reduced
JKT-8949,17,Male,97,18,79,Free/Reduced
JKT-0204,17,Male,75,84,22,Free/Reduced
JKT-2377,15,Female,61,0,99,Standard
JKT-9418,18,Male,51,68,21,Free/Reduced
JKT-9406,15,Male,61,30,8,Standard
JKT-8575,15,Male,3,81,30,Free/Reduced
JKT-1962,17,Female,58,3,38,Standard
JKT-5343,16,Female,58,44,89,Free/Reduced
JKT-0264,15,Male,62,6,7,Standard
JKT-0587,18,Female,64,23,20,Standard
JKT-2798,16,Male,67,30,66,Standard
JKT-8784,15,Female,5,89,63,Free/Reduced
JKT-7116,18,Male,47,67,77,Standard
JKT-7560,17,Male,67,2,81,Standard
JKT-2386,17,Female,11,15,19,Standard
JKT-8197,18,Female,93,96,61,Standard
JKT-8249,16,Female,74,74,94,Standard
JKT-5528,15,Female,44,82,3,Free/Reduced
JKT-8816,17,Male,12,66,3,Free/Reduced
JKT-8266,16,Male,11,43,97,Free/Reduced
JKT-5557,18,Female,10,96,8,Free/Reduced
JKT-4044,18,Male,86,79,31,Standard
JKT-8458,16,Female,86,86,31,Standard
JKT-7709,17,Female,85,77,31,Free/Reduced
JKT-7674,17,Male,95,92,83,Free/Reduced
JKT-6464,16,Male,15,87,35,Standard
JKT-6950,15,Male,40,39,56,Standard
JKT-1049,18,Female,41,100,89,Free/Reduced
JKT-4197,15,Male,26,54,29,Free/Reduced
JKT-7231,17,Male,63,0,65,Standard
JKT-2850,18,Female,79,64,33,Standard
JKT-6104,17,Female,35,50,41,Free/Reduced
JKT-4096,17,Female,50,19,96,Standard
JKT-1388,17,Male,19,74,87,Free/Reduced
JKT-2033,18,Male,39,5,56,Free/Reduced
JKT-1974,16,Male,40,68,64,Standard
JKT-8264,17,Female,66,32,20,Standard
JKT-5546,17,Female,83,17,0,Standard
JKT-9280,16,Male,91,66,26,Free/Reduced
JKT-6313,17,Male,29,72,9,Standard
JKT-1631,16,Male,2,13,84,Free/Reduced
JKT-1176,15,Female,33,26,69,Free/Reduced
JKT-8475,16,Male,54,35,98,Free/Reduced
JKT-5503,17,Female,71,46,60,Standard
JKT-2934,16,Male,71,35,5,Standard
JKT-4703,17,Male,74,95,64,Standard
JKT-3548,17,Male,54,45,96,Standard
JKT-5154,18,Male,33,9,69,Free/Reduced
JKT-0621,16,Male,64,7,57,Free/Reduced
JKT-8233,18,Female,57,97,87,Standard
JKT-9552,15,Male,73,24,9,Standard
JKT-0697,15,Female,97,57,84,Free/Reduced
JKT-7509,17,Female,33,79,77,Standard
JKT-8895,17,Female,3,96,58,Standard
JKT-7651,16,Male,46,56,86,Free/Reduced
JKT-8859,16,Male,87,14,57,Free/Reduced
JKT-3212,18,Female,17,36,51,Free/Reduced
JKT-6074,18,Female,86,43,48,Free/Reduced
JKT-5024,17,Female,44,57,21,Free/Reduced
JKT-1110,17,Female,41,58,8,Free/Reduced
JKT-6479,17,Male,89,62,49,Standard
JKT-0938,18,Female,75,100,69,Free/Reduced
JKT-5834,17,Male,71,84,24,Free/Reduced
JKT-3486,15,Male,29,83,24,Free/Reduced
JKT-3267,17,Male,8,39,5,Standard
JKT-0935,15,Male,88,58,94,Standard
JKT-1232,15,Male,11,0,90,Standard
JKT-9045,15,Male,67,67,57,Free/Reduced
JKT-6582,17,Male,51,47,15,Standard
JKT-7357,17,Female,89,71,18,Standard
JKT-4916,15,Male,28,78,27,Free/Reduced
JKT-8220,15,Male,40,41,8,Free/Reduced
JKT-5077,17,Female,93,91,22,Standard
JKT-1559,18,Male,27,40,80,Standard
JKT-6840,15,Male,70,24,66,Standard
JKT-5016,17,Male,21,9,13,Free/Reduced
JKT-0332,15,Male,48,24,55,Free/Reduced
JKT-9419,15,Male,38,48,28,Standard
JKT-5110,15,Male,5,21,96,Standard
JKT-2496,16,Male,60,63,67,Free/Reduced
JKT-0272,16,Female,43,50,10,Standard
JKT-9081,17,Female,72,47,74,Standard
JKT-2693,18,Male,87,74,36,Free/Reduced
JKT-1623,16,Female,87,20,10,Standard
JKT-2222,16,Male,14,95,15,Free/Reduced
JKT-1268,17,Male,90,8,36,Free/Reduced
JKT-5252,17,Male,10,44,68,Standard
JKT-4246,15,Female,51,36,41,Free/Reduced
JKT-5438,16,Female,68,5,99,Standard
JKT-5315,17,Female,46,19,52,Standard
JKT-4212,15,Female,19,24,85,Free/Reduced
JKT-5390,15,Female,24,25,51,Free/Reduced
JKT-5217,16,Male,66,99,54,Standard
JKT-4138,16,Female,37,83,57,Free/Reduced
JKT-7291,16,Female,4,67,93,Standard
JKT-0780,18,Female,60,26,35,Free/Reduced
JKT-7321,16,Female,31,76,4,Free/Reduced
JKT-0764,18,Female,60,42,100,Free/Reduced
JKT-8664,17,Male,85,5,55,Standard
JKT-4616,16,Female,31,55,67,Free/Reduced
JKT-9633,15,Male,3,100,16,Free/Reduced
JKT-7413,15,Male,93,4,18,Free/Reduced
JKT-9954,17,Female,93,16,29,Free/Reduced
JKT-4255,17,Male,70,96,66,Free/Reduced
JKT-8871,18,Female,98,12,92,Free/Reduced
JKT-3617,18,Male,62,30,98,Free/Reduced
JKT-2787,15,Male,67,1,67,Standard
JKT-0021,15,Male,16,77,57,Standard
JKT-8761,16,Female,91,26,18,Free/Reduced
JKT-3639,16,Male,71,31,99,Standard
JKT-6944,17,Female,37,63,78,Standard
JKT-2126,16,Male,78,85,1,Free/Reduced
JKT-8031,17,Male,50,70,22,Free/Reduced
JKT-4681,17,Female,27,16,46,Standard
JKT-3722,16,Female,83,30,21,Standard
JKT-2458,16,Female,88,55,64,Free/Reduced
JKT-4704,16,Male,22,39,100,Standard
JKT-3468,18,Female,13,47,7,Free/Reduced
JKT-0617,16,Male,65,5,40,Standard
JKT-2837,15,Female,15,95,23,Standard
JKT-3672,15,Female,95,83,57,Free/Reduced
JKT-7344,15,Female,76,1,53,Standard
JKT-3369,15,Female,35,23,69,Standard
JKT-0744,15,Female,37,15,92,Standard
JKT-2662,17,Male,49,75,34,Free/Reduced
JKT-1239,16,Male,55,56,32,Standard
JKT-8090,18,Male,84,38,33,Standard
JKT-1318,17,Male,30,15,30,Standard
JKT-8623,17,Male,43,57,27,Standard
JKT-4864,15,Female,15,15,14,Standard
JKT-4429,15,Male,74,31,23,Standard
JKT-9262,17,Male,41,45,78,Free/Reduced
JKT-4383,17,Male,72,52,2,Standard
JKT-3541,15,Male,84,48,48,Standard
JKT-1629,16,Female,82,53,26,Standard
JKT-9970,17,Female,26,47,74,Standard
JKT-5081,17,Female,60,39,43,Free/Reduced
JKT-1934,17,Male,10,67,72,Free/Reduced
JKT-6653,16,Female,59,64,98,Standard
JKT-7654,16,Female,39,12,85,Free/Reduced
JKT-3964,18,Male,80,11,70,Standard
JKT-8271,15,Female,99,55,27,Free/Reduced
JKT-3284,15,Male,11,79,79,Standard
JKT-2717,17,Male,64,50,2,Standard
JKT-7394,17,Female,67,55,77,Free/Reduced
JKT-5653,15,Female,77,1,93,Standard
JKT-2830,16,Female,71,34,100,Free/Reduced
JKT-9623,18,Female,78,61,96,Standard
JKT-2164,18,Female,96,27,68,Standard
JKT-3481,17,Female,1,81,74,Standard
JKT-0381,16,Female,90,47,0,Standard
JKT-4495,16,Female,28,22,58,Free/Reduced
JKT-5896,18,Female,57,41,21,Free/Reduced
JKT-3724,18,Female,91,30,39,Free/Reduced
JKT-0998,18,Female,79,20,13,Free/Reduced
JKT-0925,18,Male,3,9,25,Free/Reduced
JKT-3370,18,Female,57,36,10,Free/Reduced
JKT-0330,18,Male,83,36,13,Standard
JKT-3693,16,Female,44,52,93,Free/Reduced
JKT-3987,17,Female,17,14,63,Free/Reduced
JKT-3246,17,Female,71,33,90,Standard
JKT-3285,18,Female,95,51,75,Standard
JKT-1732,18,Female,96,69,87,Free/Reduced
JKT-6097,18,Male,57,79,20,Standard
JKT-9651,15,Female,45,30,55,Standard
JKT-9133,16,Female,29,40,96,Standard
JKT-4416,18,Female,99,7,73,Free/Reduced
JKT-4204,16,Male,75,27,97,Free/Reduced
JKT-1579,17,Male,65,30,70,Free/Reduced
JKT-4148,18,Male,86,92,35,Free/Reduced
JKT-8930,17,Female,18,96,31,Standard
JKT-0181,15,Female,96,14,46,Standard
JKT-3027,15,Female,35,55,55,Free/Reduced
JKT-2230,18,Male,49,88,84,Free/Reduced
JKT-2262,17,Male,14,97,27,Standard
JKT-2814,15,Male,97,49,55,Free/Reduced
JKT-7732,16,Male,94,98,100,Free/Reduced
JKT-3974,16,Male,46,51,98,Standard
JKT-2639,17,Male,48,81,47,Free/Reduced
JKT-4169,16,Male,60,74,12,Standard
JKT-6296,18,Male,100,30,90,Standard
JKT-7079,16,Male,16,76,20,Standard
JKT-2041,18,Female,4,83,10,Standard
JKT-8175,16,Female,4,99,60,Standard
JKT-3294,18,Female,21,4,37,Standard
JKT-0107,15,Female,36,80,2,Free/Reduced
JKT-8618,18,Female,56,18,88,Free/Reduced
JKT-0093,18,Male,98,9,18,Free/Reduced
JKT-8745,18,Male,95,9,50,Free/Reduced
JKT-4660,15,Male,16,5,99,Free/Reduced
JKT-3470,18,Female,92,87,76,Free/Reduced
JKT-7894,16,Female,36,42,69,Standard
JKT-0608,16,Female,51,61,38,Standard
JKT-4362,18,Male,26,3,10,Free/Reduced
JKT-2354,18,Female,9,32,93,Free/Reduced
JKT-3240,17,Female,30,86,59,Standard
JKT-9516,17,Male,24,41,17,Standard
JKT-8395,15,Male,44,60,48,Standard
JKT-7773,15,Female,9,47,51,Standard
JKT-0378,16,Female,52,68,45,Free/Reduced
JKT-0387,16,Male,16,27,56,Free/Reduced
JKT-8022,15,Male,24,62,62,Standard
JKT-0618,15,Male,49,5,11,Standard
JKT-0627,18,Male,40,94,45,Standard
JKT-7333,17,Female,66,64,67,Standard
JKT-0253,17,Male,70,62,35,Free/Reduced
JKT-1097,17,Female,87,89,47,Standard
JKT-1317,18,Female,80,89,56,Free/Reduced
JKT-4398,18,Female,93,79,17,Free/Reduced
JKT-3382,17,Female,18,63,35,Standard
JKT-2737,17,Male,5,26,7,Standard
JKT-7395,18,Male,12,59,6,Free/Reduced
JKT-9197,15,Male,11,13,97,Free/Reduced
JKT-3815,18,Male,44,54,48,Free/Reduced
JKT-2882,15,Female,50,71,47,Standard
JKT-3489,18,Male,37,38,48,Free/Reduced
JKT-6853,17,Female,21,92,97,Free/Reduced
JKT-8678,16,Female,7,99,41,Standard
JKT-2292,15,Male,69,80,76,Free/Reduced
JKT-0084,15,Male,66,20,57,Free/Reduced
JKT-6192,15,Male,93,8,61,Standard
JKT-9793,17,Male,73,57,34,Free/Reduced
JKT-7585,18,Female,68,27,51,Free/Reduced
JKT-7840,17,Female,41,37,21,Standard
JKT-4267,15,Male,58,78,59,Free/Reduced
JKT-6697,15,Male,18,86,96,Standard
JKT-4464,16,Male,39,70,19,Free/Reduced
JKT-9631,18,Female,97,63,37,Free/Reduced
JKT-3488,17,Male,78,71,13,Standard
JKT-4896,16,Female,77,8,14,Free/Reduced
JKT-5215,17,Male,83,2,33,Free/Reduced
JKT-5078,18,Female,45,14,21,Standard
